811c9dc5 
340ca71c 1
63eec585 Strawberry_NPC_MissFortune_Skin31_Z_Recall_Jelly_Trail
72e1dbc4 Strawberry_NPC_MissFortune_Skin31_Z_Recall_Jellyfish
0d760726 Strawberry_NPC_MissFortune_Skin31_Z_Recall_Missile
6f0cf419 Strawberry_NPC_MissFortune_Skin31_Z_Recall_Missile_02
6e0cf286 Strawberry_NPC_MissFortune_Skin31_Z_Recall_Missile_03
710cf73f Strawberry_NPC_MissFortune_Skin31_Z_Recall_Missile_04
5a73a4f3 Strawberry_NPC_MissFortune_Skin31_Z_Recall_Missile_Child
2904926a Strawberry_NPC_MissFortune_Skin31_Z_Recall_Missile_Child_02
df0e237e Strawberry_NPC_MissFortune_Skin31_Z_Recall_Shoot_02_Hit
16334385 Strawberry_NPC_MissFortune_Skin31_Z_Recall_Shoot_03_Hit
01fe1c0c Strawberry_NPC_MissFortune_Skin31_Z_Recall_Shoot_04_Hit
f9512f23 Strawberry_NPC_MissFortune_Skin31_Z_Recall_Shoot_Hit
e368e302 Strawberry_NPC_MissFortune_Skin31_Z_Recall_Shoot_Hit_Child
c77e4987 Strawberry_NPC_SpeechBubble_ComeTalkToMe
1ae7a37f Strawberry_POI_Beam
a031a5ab Strawberry_POI_Cannon_Cas
96ac70e9 Strawberry_POI_Cannon_Explosion
2daf13a1 Strawberry_POI_Cannon_mis
ccf2dc33 Strawberry_POI_MapD_Turret_Q_Indicator
3a8b9271 Strawberry_PickUp_Calamity_Child
a40a4084 Strawberry_Pickup_Calamity
be350810 Strawberry_Pickup_Enhancement
7aac9fdd Strawberry_Pickup_Vacuum_Cast
efdb406b Strawberry_Pickup_Vacuum_Orb
fd75dbdd Strawberry_PierceShot_Mis
385990e2 Strawberry_PierceShot_Mis_Trail
9ad79fc8 Strawberry_Pierceshot_MisEvolve
7cf506f6 Strawberry_Player_Hit
0b5ec5f1 Strawberry_RapidShot_Mis
7db40a9a Strawberry_RapidShot_Mis_Pink_Evolve
4ffe148b Strawberry_Rebuild_Drop_Gold
d4e9bd04 Strawberry_Rebuild_Drop_Gold_Missile
965f65d0 Strawberry_Rebuild_Drop_Gold_Pickup
4e5f68d7 Strawberry_Rebuild_Drop_Health
0235dee0 Strawberry_Rebuild_Drop_Health_Missile
7d579e1f Strawberry_Rebuild_TargeterOrientation
ceb1cbfe Strawberry_Rebuild_TargeterOrientation_Manual
7ac6cbc0 Strawberry_Revive_ChargingIdle
218722cd Strawberry_Revive_Point
b77f73b8 Strawberry_Revive_Ready
06eef350 Strawberry_Revive_Relic
92b86727 Strawberry_Revive_Ring
78c567d7 Strawberry_Revive_Ring_Flex
b1e7a8b0 Strawberry_Revived
a79f3fc5 Strawberry_Reward_Gold_01
a49f3b0c Strawberry_Reward_Gold_02
a59f3c9f Strawberry_Reward_Gold_03
df5dcf57 Strawberry_Reward_Gold_ScreenEffect_01
d8329853 Strawberry_Rift_Button_1
0879dd48 Strawberry_Rift_Button_1_Trigger
a7938e92 Strawberry_Rift_Button_1_child
d93299e6 Strawberry_Rift_Button_2
408197e5 Strawberry_Rift_Button_2_Trigger
611a49b3 Strawberry_Rift_Button_2_child
da329b79 Strawberry_Rift_Button_3
abed2d12 Strawberry_Rift_Button_3_Trigger
b7bc45f8 Strawberry_Rift_Button_3_child
db329d0c Strawberry_Rift_Button_4
2f63972f Strawberry_Rift_Button_4_Trigger
7c29de99 Strawberry_Rift_Button_4_child
d45befdb Strawberry_RingOfGas
926bc2e6 Strawberry_Shop_ItemBought
3e3359d3 Strawberry_Shop_ItemPedestal
92220fdf Strawberry_Shop_ItemPedestal_Disappearing
e207a1d7 Strawberry_Shop_ItemPlacementBeam
30c6f540 Strawberry_Shop_ItemSpawn
a1c33a6a Strawberry_Shop_MF_Highlight
40485811 Strawberry_Shop_NotEnoughMoney
4814ac6e Strawberry_Shop_StatCrystal
547240d8 Strawberry_Spire_Activated_PlayerRewardBeam
9f74e15a Strawberry_Spire_Activation_Timer_Evil
ac17d019 Strawberry_Spire_Activation_Timer_Good
60f46b66 Strawberry_Spire_Activation_Timer_Quest
8b318c64 Strawberry_Spire_BeachBall_ArrowIndicator
4bc67b21 Strawberry_Spire_BeachBall_Countdown
32a96693 Strawberry_Spire_BelVeth_PlayerCounter_Empty
70f68172 Strawberry_Spire_BelVeth_PlayerCounter_Filled
e3b5c590 Strawberry_Spire_Challenge_BlackHole_Center
80df2b15 Strawberry_Spire_Challenge_Bombardment_AOE_Charge
3fb0b054 Strawberry_Spire_Challenge_Bombardment_AOE_Explosion
0b8494ac Strawberry_Spire_Challenge_Bombardment_Area
240f7637 Strawberry_Spire_Challenge_BruiserCircle_Area
cb4eeea4 Strawberry_Spire_Challenge_Chained_ChainBeam
fb95e1f1 Strawberry_Spire_Challenge_Chained_Core
01ddb8fb Strawberry_Spire_Challenge_Chained_Range
cc6980cf Strawberry_Spire_Challenge_Chained_Timer
e2d24ef1 Strawberry_Spire_Challenge_DarknessHasCome_Screen
22330926 Strawberry_Spire_Challenge_ExplodingSpire_Countdown
f28ee01e Strawberry_Spire_Challenge_ExplodingSpire_Explosion
21edbd89 Strawberry_Spire_Challenge_ExplodingSpire_Ring
d3e5e115 Strawberry_Spire_Challenge_MeteorShower_Explosion
12dafa27 Strawberry_Spire_Challenge_MeteorShower_Indicator
d05fc8ce Strawberry_Spire_Challenge_MeteorShower_MeteorMissile
46cd9079 Strawberry_Spire_Challenge_Tiny_Cast
36e79bbb Strawberry_Spire_DirectionIndicator
24fbd49f Strawberry_Spire_DirectionIndicator_Thin
2fe1bf30 Strawberry_Spire_Disappear_Timer
d516073f Strawberry_Spire_Disappear_Timer_Evil
425e7130 Strawberry_Spire_Disappear_Timer_Good
93b1d245 Strawberry_Spire_Disappear_Timer_Quest
bb70e2ec Strawberry_Spire_Evil_GoldXPShower
8441f73f Strawberry_Spire_Evil_Success
c0ab6354 Strawberry_Spire_ExplodingSpire_SoundMissile
d52adc9c Strawberry_Spire_Good_Success
b08dba6e Strawberry_Spire_Idle_Evil
c370c735 Strawberry_Spire_Idle_Good
1cd270f2 Strawberry_Spire_Idle_Quest
eb3b4d88 Strawberry_Spire_Overhead_Reward_AOESize
a0bd1439 Strawberry_Spire_Overhead_Reward_AirSupport
cf848739 Strawberry_Spire_Overhead_Reward_BigShield
7d31016c Strawberry_Spire_Overhead_Reward_Card
a9ff94b7 Strawberry_Spire_Overhead_Reward_Cooldown
24f7209c Strawberry_Spire_Overhead_Reward_DestructiblesDrop
eca1058d Strawberry_Spire_Overhead_Reward_Execute
17e4d932 Strawberry_Spire_Overhead_Reward_ExplosiveAttacks
e66cdee3 Strawberry_Spire_Overhead_Reward_FlameBreath
d6082d5c Strawberry_Spire_Overhead_Reward_Gold
bb800aa1 Strawberry_Spire_Overhead_Reward_HealingKills
082e281d Strawberry_Spire_Overhead_Reward_Invulnerability
e1b39dd6 Strawberry_Spire_Overhead_Reward_MoveSpeed
cf146ea9 Strawberry_Spire_Overhead_Reward_PhenomenalEvil
d204cebb Strawberry_Spire_Overhead_Reward_StasisField
22fdaeac Strawberry_Spire_Quest_BallOfYarn
447e06cc Strawberry_Spire_Quest_BallOfYarn_Break
9df52966 Strawberry_Spire_Quest_BallOfYarn_Rolling
204c5d33 Strawberry_Spire_Quest_BallOfYarn_Rolling_Child
bc0e0044 Strawberry_Spire_Quest_Car
f6349851 Strawberry_Spire_Quest_Car_Wheels_Driving
9cdf21b4 Strawberry_Spire_Quest_Car_Wheels_Idle
2d9a9f32 Strawberry_Spire_Quest_Cardboard_Darkness
c9fc4854 Strawberry_Spire_Quest_Cardboard_Deposited
69b0be46 Strawberry_Spire_Quest_Cardboard_Ground
d9f6e8ca Strawberry_Spire_Quest_Cardboard_OnHead
220ae491 Strawberry_Spire_Quest_Football_Ball
8a0ead2b Strawberry_Spire_Quest_Football_BallInTheAir
8f15b50f Strawberry_Spire_Quest_Football_GoalPoint
7d513daa Strawberry_Spire_Quest_Football_Moving
8544273c Strawberry_Spire_Quest_GatherOrb_Orb_Deposited
4ca87f3e Strawberry_Spire_Quest_GatherOrb_Orb_Ground
73b6f5f5 Strawberry_Spire_Quest_GatherOrb_Orb_Overhead
73262dc2 Strawberry_Spire_Quest_GatherOrbs_BaseRange
46223388 Strawberry_Spire_Quest_GatherOrbs_OrbDepositedBaseEffect
a538f3f0 Strawberry_Spire_Quest_GatherOrbs_OrbDepositedPlayerEffect
f1b0adac Strawberry_Spire_Quest_HackySack_Ball
33a0f650 Strawberry_Spire_Quest_HackySack_BounceSuccess
a304b9f5 Strawberry_Spire_Quest_HackySack_Fail
b3d3205e Strawberry_Spire_Quest_HackySack_FallPoint
ba446769 Strawberry_Spire_Quest_HackySack_Shadow
7cf104cb Strawberry_Spire_Quest_PointToPoint_Timer
bb8ff77a Strawberry_Spire_Quest_ProtectTheArea_Blue
6ecc8aab Strawberry_Spire_Quest_ProtectTheArea_Failed
f6270cb9 Strawberry_Spire_Quest_ProtectTheArea_Red
ae8c980d Strawberry_Spire_Quest_ProtectTheArea_Success
e382c30b Strawberry_Spire_Quest_ProtectTheArea_Timer
2ae274c7 Strawberry_Spire_Quest_RaceToThePoint_Timer
63d651cf Strawberry_Spire_Quest_RedLight_Green
3d092483 Strawberry_Spire_Quest_RedLight_KnockBack
05c8deb3 Strawberry_Spire_Quest_RedLight_Red
67ea2f24 Strawberry_Spire_Quest_RedLight_Yellow
bf372d9d Strawberry_Spire_Quest_Success
b3a46377 Strawberry_Spire_Quest_Success_ScreenEffect
539ded26 Strawberry_Spire_Range
04a2f7c1 Strawberry_Spire_Range_Evil
9eed866a Strawberry_Spire_Range_Good
3e56596b Strawberry_Spire_Range_Quest
f2b32e24 Strawberry_Spire_RedDot_Caught
85ac23b3 Strawberry_Spire_RedDot_Laser
1c73e4bd Strawberry_Spire_Reward_AirSupport_Child
0beaa84f Strawberry_Spire_Reward_AirSupport_GroundHitChild
55b38428 Strawberry_Spire_Reward_AirSupport_MapEffect
ad757b1b Strawberry_Spire_Reward_AirSupport_MissileChild
e98c052f Strawberry_Spire_Reward_DestructiblesDrop_AOE
6298ab0e Strawberry_Spire_Reward_HealingKills_Beam
84a786df Strawberry_Spire_Reward_HealingKills_Heal
8c83542c Strawberry_Spire_Reward_StasisField_AOE
388fd1ac Strawberry_Spire_Reward_StasisField_Stunned
39b4de40 Strawberry_Spire_Vase
82ffe2c0 Strawberry_Spire_Vase_Break
f2c0ce02 Strawberry_Spire_Yuumi_PlayerCounter_Empty
6039fb45 Strawberry_Spire_Yuumi_PlayerCounter_Filled
f2b9cabb Strawberry_Stun_Default
c8f0ad98 Strawberry_Tibbers_Skin11_Enrage_EyeGlow
9b4b2e89 Strawberry_Tibbers_Skin11_Evo_Buff
d8a85f3f Strawberry_UI_Ceremony_EvolveAugmentSelection
b19525be Strawberry_VictoryScreen_Background
75f16bbf Strawberry_WASD_Info
7b376db7 Strawberry_Weapon_BigExplosion
435e555c Strawberry_Weapon_BoomerangEvolve_Mini_Missile
59a70aac Strawberry_Weapon_BoomerangEvolve_Missile
23ce1676 Strawberry_Weapon_Boomerang_Base_Q_tar
802c06a9 Strawberry_Weapon_Boomerang_Base_Q_tar_02
868cd1a5 Strawberry_Weapon_Boomerang_Mis_02
190a3d29 Strawberry_Weapon_Boomerang_Missile
6e09e76a Strawberry_Weapon_CircleShot_Evolve_mis
eb53024b Strawberry_Weapon_FireBomb_CritAttack_tar
0b61390e Strawberry_Weapon_FireBomb_Detonate_big
ad95f2b6 Strawberry_Weapon_FireBomb_mis
bb8454df Strawberry_Weapon_FireBomb_mis_Greater
18eb273c Strawberry_Weapon_FireStrike_Evolve_Buff_Explosion
4b9c282c Strawberry_Weapon_FireStrike_Evolve_Buff_Explosion_target
e2b675ba Strawberry_Weapon_FireStrike_Evolve_buf
ad5c09a2 Strawberry_Weapon_FrostNova
214e0cb9 Strawberry_Weapon_FrostNova_Evolve_Idle
e495cbd5 Strawberry_Weapon_FrostNova_Idle
e3dac06b Strawberry_Weapon_FrostNova_Root
17338673 Strawberry_Weapon_Mine_Evolve_Mis
a5c1a7dd Strawberry_Weapon_Mine_aoe_green
1c3fd019 Strawberry_Weapon_Mine_aoe_red
30adc077 Strawberry_Weapon_Mine_hit
e5dfb961 Strawberry_Weapon_Mine_mis
d91ff2c5 Strawberry_Weapon_Mine_tar
f3415d25 Strawberry_Weapon_NeonLotus
c3049483 Strawberry_Weapon_Nuke_Explosion
99564b49 Strawberry_Weapon_Nuke_Explosion_Evolve
a82ee4b5 Strawberry_Weapon_Nuke_Indicator
e780e77c Strawberry_Weapon_Nuke_Indicator_Child
5f64c763 Strawberry_Weapon_Nuke_Indicator_Rocket_Child
83926ca8 Strawberry_Weapon_Nuke_Screen
83b1e55f Strawberry_Weapon_Nuke_Screen_Warning
9d988939 Strawberry_Weapon_Nuke_Sky_Laser
a17808a3 Strawberry_Weapon_ScatterArrows_EvolvedLastWallHit
58a0cf4c Strawberry_Weapon_ScatterArrows_LastWallHit
062c5c8a Strawberry_Weapon_ScatterArrows_Mis
6fd5f5a8 Strawberry_Weapon_ScatterArrows_Mis2
70d5f73b Strawberry_Weapon_ScatterArrows_Mis3
75d5ff1a Strawberry_Weapon_ScatterArrows_Mis4
577df6ec Strawberry_Weapon_ScatterArrows_WallHit
994b9f7a Strawberry_Weapon_ScatterArrows_WallHit2
9a4ba10d Strawberry_Weapon_ScatterArrows_WallHit3
934b9608 Strawberry_Weapon_ScatterArrows_WallHit4
ef5bf97d Strawberry_Weapon_SoulBomb_aoe_green
bb1647b9 Strawberry_Weapon_SoulBomb_aoe_red
78fd4849 Strawberry_Weapon_SoulBomb_beam
053f9957 Strawberry_Weapon_SoulBomb_hit
ba719241 Strawberry_Weapon_SoulBomb_mis
adb1cba5 Strawberry_Weapon_SoulBomb_tar
a1bc35a1 Strawberry_Weapon_StarStrike_Karthus_Explosion
3e36bb7f Strawberry_Weapon_StarStrike_Karthus_Target
9b84a187 Strawberry_Weapon_Tibbers_AoESwipe_CCW
6ea045e6 Strawberry_Weapon_Tibbers_Evolve_BuffGlow
cc595565 Strawberry_Weapon_Tibbers_Evolve_Lines
93f92fbd Strawberry_Weapon_Tibbers_Evolve_Sound
49f42b51 Strawberry_Weapon_Tibbers_cas
be8cb591 Strawberry_Weapon_Train_Child
f264ca1f Strawberry_Weapon_Train_Evolve_Missile2
11033a15 Strawberry_Weapon_Train_Evolve_Missile_buildup
a6e8bda1 Strawberry_Weapon_Train_Evolve_Wake
edef55c2 Strawberry_Weapon_Train_hit_tar
98c40a72 Strawberry_Weapon_YuumiBot_Explosion
b583f83e Strawberry_Weapon_YuumiBot_Explosion_Evolve
4e74d054 Strawberry_Weapon_YuumiDrone_Idle
66f02afc Strawberry_Weapon_YuumiDrone_Idle_Evolve
2b46b194 Strawberry_Win_InWorld_Celebration
9e01afc2 Strawberry_Xayah_Rakan_Mis
596f63f3 Streak
0ddcfd9c StreakAdjust
445458c7 StreakVictory
68f3350a StrikeAD
5f1c3fbf StrikeBaseDamage
a9bf4e69 StrikesPer100BonusAS
17c16538 String
dcbde4dd String_Mat
b0727511 Strings
48bb9323 StructureDamage
66f6bdb2 StructureDamageMeleeRangedSplit
ee5f33c6 StructureDamageRatio
04f9b052 Struggle
a8011bf0 Struggleright
64fa0bbe StrumVfx
f15b53c8 Stump
ebc530fb Stump1
ecc5328e Stump2
dd6cdf21 Stun
da9068a6 StunCD
4fc8ec0c StunDamage
9ffd2e94 StunDelay
29f3d7f1 StunDuration
1f566f88 StunDurationOuter
64d5fca1 StunIncrease
a4bab8bc StunInterrupt
d2124a27 StunPercentAttackDamage
e5afabee StunRange
67a830a4 Stunned
f883feb8 Stunned_Rock
dc4e3915 Sub
f54542ee Sub_Weapon
bed1a105 SubesquentDamage
a6f76037 Submerge
aad7612c Submesh
7a9513a8 SubmeshBody
b92a516c SubmeshHide
c36e1931 SubmeshOff
04c2aa37 SubmeshSwap
74e5b543 SubmeshTrack
d93bf2e0 SubmeshVisibility
fc452e48 Submeshes
34a042f8 SubsequentAttackMod
475333c2 SubsequentBurstBaseDamage
d23696db SubsequentBurstDamage
ca89c26e SubsequentHitMultiplier
3950b9c9 SubsequentPercent
dcb1f44a SuddenDeath_MinionZap
c4780ea6 SugarMultiplier
6be82228 SugarMultiplierHR
b20e12db SugarMultiplierPVE
5eb3c116 Suit_Hip
4587ac65 Suit_Mat
c401679f Suit_R_Leg03
c10162e6 Suit_R_Leg04
c0dc1dac Suitcase
5e8a2b93 Summer_Banner
6c5e55c5 Summer_L_Fingers1
2d9e9cbc Summer_Pixie
10607b97 Summer_Pole
a581034b Summer_Spine1
00c9959a Summon
85833f58 SummonAery_Ally_Mis
f264199f SummonAery_Child_Mis_Self
1dff44e9 SummonAery_Child_PersistEnemy
6f91bb30 SummonAery_Child_PersistEnemy_Death
5472b4d2 SummonAery_Child_ShieldDeath
bd8a5900 SummonAery_Mis_Self
622ebf80 SummonAery_OnHit_Tar
bfa4355d SummonAery_Persist_Enemy
586f8e63 SummonAery_Recall_TailBlur
252ec5b4 SummonAery_Return_Spawn
122bcccf SummonAery_Shield
33413e5a SummonAery_Target_Despawn
7ff4f3b6 SummonedStatReduction
e9ebdc38 SummonerHaste
3578223d SummonerTeleportUpgrade_transform
f6acc025 Summoner_Snowball_Dash
5db171b3 Summoner_Snowball_Dash_Arrival
806c93f5 Summoner_Snowball_Dash_Cast
ef6e61e0 Summoner_Snowball_Mis
bbea8e9c Summoner_Snowball_Tag_Activation
5ca3adfd Summoner_Snowball_Tagged
7476790e SummonersCup
da979899 Summoners_Cup
e04e3f61 Sun
97c4b183 SunAltar
ec32703f SunEmblem
d56285c7 Sun_Glasses_Mat
24e77df8 Sun_Mat
30fda4c7 Sun_Reflector_Root
2531d9da Sun_Sword_Mat
5629cb31 Suncha
63746f78 SunderAmount
e947673c SunderDuration
f498f3e4 SunderPercentage
4b76f34a SunlightDamage
e412bacb SunnyDurationTier1
e512bc5e SunnyDurationTier2
e612bdf1 SunnyDurationTier3
5b983f42 SunnyHealthShieldTier1
5a983daf SunnyHealthShieldTier2
59983c1c SunnyHealthShieldTier3
f77e01d4 Super
dab49664 SuperGalaxyApple
79be7972 SuperQBasePercentage
9de9868e SuperQMonsterMaxDamage
8c73f2c0 SuperQMonsterMaxDamageTotal
3b3e18e8 Support
857be7c0 SuppressLevelUpEffect
cfea9767 SuppressPlayerAugments
dc27999d SuppressRunesMasteriesPerks
298fc7b7 SuppressVisionUpdate
7205be47 SurfStone_MAT
cfc4dcb0 Surf_MAT
1959cefc Surface
29c3fac7 Surfboard
cd2a0f9a Surprise
39eb6c59 Surprise_Eyes
4ee5cc65 Sushi
23b39455 Swain
df78b165 Swain_Arm_Mat
aa0509ad Swain_BA_Cas_01
194c4b5f Swain_BA_Tar
c3817a5b Swain_BA_mis
5291d54e Swain_Cane_Mat
28a3afb9 Swain_Death_Arm_Dissolve
a86a36e1 Swain_E_Hand_glow
c9b312c3 Swain_E_LeBlanc_RQ_tar
f6469d1d Swain_E_aoe
88cf35db Swain_E_hit_tar
9f8ba083 Swain_E_turning_mis
f9008777 Swain_Idle_Breath
c60c3f89 Swain_Joke_Birb_Seed
469926dd Swain_Joke_Birb_Seed_Ground
8607a8b2 Swain_Joke_Birb_Seed_Ground_Initial
8c1cc879 Swain_Joke_Bird1_FlyIn
4c2d4db7 Swain_Joke_Bird1_Idle
68cc28ec Swain_Joke_Bird2_FlyIn
a4cf0210 Swain_Joke_Bird2_Idle
858a3aeb Swain_Joke_Bird3_FlyIn
ce6705fd Swain_Joke_Bird3_Idle
5abc9fb5 Swain_Joke_Initial_BirdSeed
b94c8d44 Swain_Mat
461bbc1f Swain_P_Arm_FullStack
f024b691 Swain_P_Arm_NoStack
cc1fc9fc Swain_P_Bird_Environment_Eyes_Child
87ab2881 Swain_P_Bird_Environment_Eyes_Fly_Out_Child
797ccd6f Swain_P_Bird_Environment_Fly_Out
cadd0421 Swain_P_Bird_Environment_Idle
70174472 Swain_P_Bird_Environment_Idle_Smoke_Child
a5f4519b Swain_P_Bird_Environment_Shadow
c7d379be Swain_P_ChargeGain_Self_Child
65c10fba Swain_P_Drag_Range_Indicator_enemy
e5c2b4e1 Swain_P_EyeGlow
85b1f14a Swain_P_SoulCollect_Arrive_Explode
e21aa1d9 Swain_P_Thresh_soul_Enemy_V02
aea86f1c Swain_P_indicator
e3be71b6 Swain_P_tar
5eecd828 Swain_Q_Beam_Child
91910c8e Swain_Q_Chain_Lightning
d9549cb7 Swain_Q_Chain_Lightning_Miss
8679bd4d Swain_Q_Hand_glow
ce8d9b7f Swain_Q_Lightning_overlay
c1c3f583 Swain_Q_Mana_Regen
dcc79022 Swain_Q_Missile
dc7add93 Swain_Q_hit_ground
d01d75b7 Swain_Q_hit_tar
a569dbe7 Swain_Q_hit_tar_large
d3a01b8e Swain_Q_hit_tar_med
6d23f92e Swain_R_AOE_Indicator
cbd9480e Swain_R_AOE_Indicator_Swain_Only
8e2dfdd1 Swain_R_AOE_Reduced_Indicator_Swain_Only
b4b6c4b7 Swain_R_Cas_Crack
97a45f8e Swain_R_Cas_Crack_Child
ad4414f3 Swain_R_Chain_Lightning
df2b2a84 Swain_R_ChargeGain_Buf
d4c41146 Swain_R_Demon_Bird
c395397e Swain_R_DmgMis
8f333fca Swain_R_Ending
7cf95f7b Swain_R_EyeGlow
43e74d40 Swain_R_EyeGlow_L
9e78bcd2 Swain_R_L_Arm
7dd28abc Swain_R_Left_Wing_Smoke
1306c819 Swain_R_Nova_Explode
16d6dbef Swain_R_Nova_Mis
6a9d258a Swain_R_Power_0Percent
676815f9 Swain_R_Shockwave_Child
5a0277bc Swain_R_demonform_aura
c1d0e283 Swain_R_demonform_aura_light
5bc396f0 Swain_R_demonform_electricity
c91c1b1d Swain_R_hit_fx
41cc1863 Swain_Recall
11a68542 Swain_Recall_Child
def64e8f Swain_Recall_Child_2
ddf64cfc Swain_Recall_Child_3
c5a16c07 Swain_Recall_Ground
c6b3ca95 Swain_Recall_Hand
2b7ed5d0 Swain_Recall_L_Hand
0cbd13fd Swain_Recall_Pillar_Child
7d499877 Swain_Recall_Raven_Child
59ea2f7c Swain_Recall_SmallDragons_Child
81f6a376 Swain_Respawn
48fd266a Swain_Root
416240c3 Swain_Skin04_Arm_Mat
03a8626a Swain_Skin04_Cape_Mat
f39b5bb2 Swain_Skin04_Mat
365047d0 Swain_Skin04_Recall_Disappearance
6961996e Swain_Skin04_Recall_Jump
2c43f1e1 Swain_Skin04_Respawn_Child
e7693633 Swain_Skin04_W_Dragons_Child
050fe8bd Swain_Skin11_Idle_Arm
4a2f3a34 Swain_Skin11_Idle_BackCrystal
e5f9e3df Swain_Skin11_Joke_Bird1_Idle
449ddf58 Swain_Skin11_Joke_Bird2_Idle
a0f87b05 Swain_Skin11_Joke_Bird3_Idle
71106b1a Swain_Skin11_R_Ground_Gems_Linger_Child
d8d01ff8 Swain_Skin11_Recall_Arm_ChargedUp
149bc94f Swain_Skin11_Recall_Bird
03b6d9eb Swain_Skin11_Recall_Child_Energy
44dd0d59 Swain_Skin11_Recall_Gemstone_Charge
64fc96f4 Swain_Skin11_Recall_Winddown_Bird
108f8a05 Swain_Skin21_P_Swain_Idle_Breathe
8a4fba52 Swain_Taunt_ArmGlow
b587f875 Swain_Taunt_Flare
97cffde8 Swain_Taunt_Ground
583aa11c Swain_W_AOE_Initial
bcb69797 Swain_W_AOE_Initial_Enemy
77900053 Swain_W_Eye_Above
9192770f Swain_W_Eye_Below
acea7bf9 Swain_W_Nova_Mis_Mega
99a0a50e Swain_W_Xerath_Explosion
64ed874e Swap
ba3d8cc4 SwapOverMinute
658d4cbb Sweat
40dc177a SweetSpotBonus
cbb497b6 SweetSpotDamage
62be67ad SweetSpotDamageTooltip
763fa96c SweetSpotMultiplier
92934bde SweetSpotTotalDamage
cbdf36bf SweetspotPercentageIncrease
dbb5e4cc SwiftshotPressTheAttack_Hit
d3a01a49 SwiftshotPressTheAttack_Tar1
d0a01590 SwiftshotPressTheAttack_Tar2
d1a01723 SwiftshotPressTheAttack_Tar3
fd5f36a7 SwiftshotPressTheAttack_TarEmpty
71da140d Swim
764dda74 Swim1
6b87c3a6 SwimRing1
6a87c213 SwimRing2
6987c080 SwimRing3
d04ca1b1 SwingDamageBase
008caf06 SwingDamageTotal
960516b9 Swipe
0476abad SwipeADPercent
7d540f6f SwipeADRatio
783c794b SwipeAPRatio
949a8c34 SwipeDamage
b1217801 SwipeDamageBase
f006fa23 SwipeFlatDamage
ce15b85b SwipeVFX
05a15979 SwipeVFX02
54cc1660 Swipe_2
99009e44 Swirl
f2f71998 SwirlVfx
27535296 Sword
30dc1cd9 Sword01
8f2b1ce5 Sword1
35de634f Sword10
34de61bc Sword11
37de6675 Sword12
36de64e2 Sword13
33de6029 Sword16
32de5e96 Sword17
3dde6fe7 Sword18
3cde6e54 Sword19
506fbcc3 Sword1_Ground0
4f6fbb30 Sword1_Ground1
658fb25e Sword1_Skn
8c2b182c Sword2
c3d6f414 Sword20
c4d6f5a7 Sword21
c5d6f73a Sword22
c6d6f8cd Sword23
bfd6edc8 Sword24
c0d6ef5b Sword25
c1d6f0ee Sword26
c2d6f281 Sword27
73cd5838 Sword2LHandSheath
286aa358 Sword2World
c949c7fe Sword2_Ground0
ca49c991 Sword2_Ground1
4e50fd43 Sword2_Skn
8d2b19bf Sword3
5346efd1 Sword3_Ground0
5246ee3e Sword3_Ground1
4dedf018 Sword3_Skn
8a2b1506 Sword4
4e1057c5 Sword4_Skn
8b2b1699 Sword5
6dc104b2 Sword5_Skn
882b11e0 Sword6
be322857 Sword6_Skn
892b1373 Sword7
962b27ea Sword8
972b297d Sword9
c993d3e0 SwordBlade
24b67203 SwordBlade1
25b67396 SwordBlade2
26b67529 SwordBlade3
27b676bc SwordBlade4
e22b9f8e SwordL
cc2b7cec SwordR
a3ffbb30 SwordScrewBlade
78bb29ba SwordSegment1
77bb2827 SwordSegment2
5a07692f SwordSlam
46f3fbf1 SwordSporkBlade
b6dff871 SwordTassel1
8df64681 SwordUlt
39fa38fe SwordVFX
71d12768 SwordViego
a5ba6f50 Sword_01
a8ba7409 Sword_02
a7ba7276 Sword_03
aaba772f Sword_04
f13225be Sword_A
f032242b Sword_B
a7fdfe07 Sword_Blade
2d0837d3 Sword_Body
c5eff8c6 Sword_Body1
c4eff733 Sword_Body2
0835b38d Sword_Clip
93845427 Sword_Clip_World_Snap
48a9a504 Sword_Eye
1dbb50ec Sword_FX_MAT
13f18a39 Sword_Ground_Root
ef7d9820 Sword_Hilt
ce6d922e Sword_Metal
a18b0211 Sword_Pommel
a56172e2 Sword_R_Hand_Snap
66def2e7 Sword_Sheathed
7a05f8fd Sword_Smear
9474aa7a Sword_Snape
59ee6e12 Sword_Tip2
442c767a Sword_Water
3f2ba821 Sword_World
05e0f77e Sword_World_Snap
8b802ac8 Sword_offset
a1d59c87 Sword_root
b2698531 Sword_vfx
47cb12c8 Swordground1
49cb15ee Swordground3
4bcb1914 Swordground5
cd2b7e7f Swords
13489f5d SwordsVFX
26a96fbf SwordsVFX_Ghostkatana
1504cebc SwordsVFX_Katana
305360c1 Sworm
fd661be0 Sylas_BA_Trail_01
00662099 Sylas_BA_Trail_02
65be4dc1 Sylas_BA_tar
894737d8 Sylas_BA_tar_R
a31cd9e5 Sylas_Base_ChainLock_Mat
267195f8 Sylas_Base_Mat
3e900fdf Sylas_Death_Dust
8d6beac4 Sylas_E_Root
46947e5d Sylas_E_cas
cac93dcb Sylas_E_cas_hand
e67a2ab4 Sylas_E_cas_swipe
5608333d Sylas_E_chain
129daadc Sylas_E_chain_R
013efa13 Sylas_E_chain_move
f4b52fe2 Sylas_E_chain_move_R
